count,linear_cost
0,0
1,0.0008116883
2,0.0016233766
3,0.0024350649
4,0.0032467532
5,0.0040584416
6,0.0048701297
7,0.0056818184
8,0.0064935065
9,0.0073051946
10,0.008116883
11,0.008928572
12,0.0097402595
13,0.010551948
14,0.011363637
15,0.012175324
16,0.012987013
17,0.013798702
18,0.014610389
19,0.015422078
20,0.016233766
21,0.017045455
22,0.017857144
23,0.01866883
24,0.019480519
25,0.020292208
26,0.021103896
27,0.021915585
28,0.022727273
29,0.02353896
30,0.024350649
31,0.025162337
32,0.025974026
33,0.026785715
34,0.027597403
35,0.028409092
36,0.029220778
37,0.030032467
38,0.030844156
39,0.031655844
40,0.032467533
41,0.03327922
42,0.03409091
43,0.0349026
44,0.035714287
45,0.036525972
46,0.03733766
47,0.03814935
48,0.038961038
49,0.039772727
50,0.040584415
51,0.041396104
52,0.042207792
53,0.04301948
54,0.04383117
55,0.04464286
56,0.045454547
57,0.046266235
58,0.04707792
59,0.04788961
60,0.048701297
61,0.049512986
62,0.050324675
63,0.051136363
64,0.051948052
65,0.05275974
66,0.05357143
67,0.054383118
68,0.055194806
69,0.056006495
70,0.056818184
71,0.05762987
72,0.058441557
73,0.059253246
74,0.060064934
75,0.060876623
76,0.06168831
77,0.0625
78,0.06331169
79,0.06412338
80,0.064935066
81,0.065746754
82,0.06655844
83,0.06737013
84,0.06818182
85,0.06899351
86,0.0698052
87,0.070616886
88,0.071428575
89,0.07224026
90,0.073051944
91,0.07386363
92,0.07467532
93,0.07548701
94,0.0762987
95,0.07711039
96,0.077922076
97,0.078733765
98,0.07954545
99,0.08035714
100,0.08116883
101,0.08198052
102,0.08279221
103,0.083603896
104,0.084415585
105,0.08522727
106,0.08603896
107,0.08685065
108,0.08766234
109,0.08847403
110,0.08928572
111,0.090097405
112,0.09090909
113,0.09172078
114,0.09253247
115,0.09334416
116,0.09415584
117,0.09496753
118,0.09577922
119,0.09659091
120,0.097402595
121,0.09821428
122,0.09902597
123,0.09983766
124,0.10064935
125,0.10146104
126,0.10227273
127,0.103084415
128,0.103896104
129,0.10470779
130,0.10551948
131,0.10633117
132,0.10714286
133,0.10795455
134,0.108766235
135,0.109577924
136,0.11038961
137,0.1112013
138,0.11201299
139,0.11282468
140,0.11363637
141,0.114448056
142,0.11525974
143,0.116071425
144,0.116883114
145,0.1176948
146,0.11850649
147,0.11931818
148,0.12012987
149,0.12094156
150,0.121753246
151,0.122564934
152,0.12337662
153,0.12418831
154,0.125
155,0.12581168
156,0.12662338
157,0.12743506
158,0.12824675
159,0.12905844
160,0.12987013
161,0.13068181
162,0.13149351
163,0.13230519
164,0.13311689
165,0.13392857
166,0.13474026
167,0.13555194
168,0.13636364
169,0.13717532
170,0.13798702
171,0.1387987
172,0.1396104
173,0.14042208
174,0.14123377
175,0.14204545
176,0.14285715
177,0.14366883
178,0.14448053
179,0.14529221
180,0.14610389
181,0.14691558
182,0.14772727
183,0.14853896
184,0.14935064
185,0.15016234
186,0.15097402
187,0.15178572
188,0.1525974
189,0.1534091
190,0.15422077
191,0.15503247
192,0.15584415
193,0.15665585
194,0.15746753
195,0.15827923
196,0.1590909
197,0.1599026
198,0.16071428
199,0.16152598
200,0.16233766
201,0.16314936
202,0.16396104
203,0.16477273
204,0.16558442
205,0.16639611
206,0.16720779
207,0.16801947
208,0.16883117
209,0.16964285
210,0.17045455
211,0.17126623
212,0.17207792
213,0.1728896
214,0.1737013
215,0.17451298
216,0.17532468
217,0.17613636
218,0.17694806
219,0.17775974
220,0.17857143
221,0.17938311
222,0.18019481
223,0.18100649
224,0.18181819
225,0.18262987
226,0.18344156
227,0.18425325
228,0.18506494
229,0.18587662
230,0.18668832
231,0.1875
232,0.18831168
233,0.18912338
234,0.18993506
235,0.19074675
236,0.19155844
237,0.19237013
238,0.19318181
239,0.19399351
240,0.19480519
241,0.19561689
242,0.19642857
243,0.19724026
244,0.19805194
245,0.19886364
246,0.19967532
247,0.20048702
248,0.2012987
249,0.2021104
250,0.20292208
251,0.20373377
252,0.20454545
253,0.20535715
254,0.20616883
255,0.20698053
256,0.20779221
257,0.20860389
258,0.20941558
259,0.21022727
260,0.21103896
261,0.21185064
262,0.21266234
263,0.21347402
264,0.21428572
265,0.2150974
266,0.2159091
267,0.21672077
268,0.21753247
269,0.21834415
270,0.21915585
271,0.21996753
272,0.22077923
273,0.2215909
274,0.2224026
275,0.22321428
276,0.22402598
277,0.22483766
278,0.22564936
279,0.22646104
280,0.22727273
281,0.22808442
282,0.22889611
283,0.22970779
284,0.23051947
285,0.23133117
286,0.23214285
287,0.23295455
288,0.23376623
289,0.23457792
290,0.2353896
291,0.2362013
292,0.23701298
293,0.23782468
294,0.23863636
295,0.23944806
296,0.24025974
297,0.24107143
298,0.24188311
299,0.24269481
300,0.24350649
301,0.24431819
302,0.24512987
303,0.24594156
304,0.24675325
305,0.24756494
306,0.24837662
307,0.24918832
308,0.25
309,0.2508117
310,0.25162336
311,0.25243506
312,0.25324675
313,0.25405845
314,0.25487012
315,0.2556818
316,0.2564935
317,0.2573052
318,0.25811687
319,0.25892857
320,0.25974026
321,0.26055196
322,0.26136363
323,0.26217532
324,0.26298702
325,0.2637987
326,0.26461038
327,0.26542208
328,0.26623377
329,0.26704547
330,0.26785713
331,0.26866883
332,0.26948053
333,0.27029222
334,0.2711039
335,0.27191558
336,0.27272728
337,0.27353895
338,0.27435064
339,0.27516234
340,0.27597404
341,0.2767857
342,0.2775974
343,0.2784091
344,0.2792208
345,0.28003246
346,0.28084415
347,0.28165585
348,0.28246754
349,0.2832792
350,0.2840909
351,0.2849026
352,0.2857143
353,0.28652596
354,0.28733766
355,0.28814936
356,0.28896105
357,0.28977272
358,0.29058442
359,0.2913961
360,0.29220778
361,0.29301947
362,0.29383117
363,0.29464287
364,0.29545453
365,0.29626623
366,0.29707792
367,0.29788962
368,0.2987013
369,0.29951298
370,0.30032468
371,0.30113637
372,0.30194804
373,0.30275974
374,0.30357143
375,0.30438313
376,0.3051948
377,0.3060065
378,0.3068182
379,0.30762988
380,0.30844155
381,0.30925325
382,0.31006494
383,0.31087664
384,0.3116883
385,0.3125
386,0.3133117
387,0.31412336
388,0.31493506
389,0.31574675
390,0.31655845
391,0.31737012
392,0.3181818
393,0.3189935
394,0.3198052
395,0.32061687
396,0.32142857
397,0.32224026
398,0.32305196
399,0.32386363
400,0.32467532
401,0.32548702
402,0.3262987
403,0.32711038
404,0.32792208
405,0.32873377
406,0.32954547
407,0.33035713
408,0.33116883
409,0.33198053
410,0.33279222
411,0.3336039
412,0.33441558
413,0.33522728
414,0.33603895
415,0.33685064
416,0.33766234
417,0.33847404
418,0.3392857
419,0.3400974
420,0.3409091
421,0.3417208
422,0.34253246
423,0.34334415
424,0.34415585
425,0.34496754
426,0.3457792
427,0.3465909
428,0.3474026
429,0.3482143
430,0.34902596
431,0.34983766
432,0.35064936
433,0.35146105
434,0.35227272
435,0.35308442
436,0.3538961
437,0.35470778
438,0.35551947
439,0.35633117
440,0.35714287
441,0.35795453
442,0.35876623
443,0.35957792
444,0.36038962
445,0.3612013
446,0.36201298
447,0.36282468
448,0.36363637
449,0.36444804
450,0.36525974
451,0.36607143
452,0.36688313
453,0.3676948
454,0.3685065
455,0.3693182
456,0.37012988
457,0.37094155
458,0.37175325
459,0.37256494
460,0.37337664
461,0.3741883
462,0.375
463,0.3758117
464,0.37662336
465,0.37743506
466,0.37824675
467,0.37905845
468,0.37987012
469,0.3806818
470,0.3814935
471,0.3823052
472,0.38311687
473,0.38392857
474,0.38474026
475,0.38555196
476,0.38636363
477,0.38717532
478,0.38798702
479,0.3887987
480,0.38961038
481,0.39042208
482,0.39123377
483,0.39204547
484,0.39285713
485,0.39366883
486,0.39448053
487,0.39529222
488,0.3961039
489,0.39691558
490,0.39772728
491,0.39853895
492,0.39935064
493,0.40016234
494,0.40097404
495,0.4017857
496,0.4025974
497,0.4034091
498,0.4042208
499,0.40503246
500,0.40584415
501,0.40665585
502,0.40746754
503,0.4082792
504,0.4090909
505,0.4099026
506,0.4107143
507,0.41152596
508,0.41233766
509,0.41314936
510,0.41396105
511,0.41477272
512,0.41558442
513,0.4163961
514,0.41720778
515,0.41801947
516,0.41883117
517,0.41964287
518,0.42045453
519,0.42126623
520,0.42207792
521,0.42288962
522,0.4237013
523,0.42451298
524,0.42532468
525,0.42613637
526,0.42694804
527,0.42775974
528,0.42857143
529,0.42938313
530,0.4301948
531,0.4310065
532,0.4318182
533,0.43262988
534,0.43344155
535,0.43425325
536,0.43506494
537,0.43587664
538,0.4366883
539,0.4375
540,0.4383117
541,0.43912336
542,0.43993506
543,0.44074675
544,0.44155845
545,0.44237012
546,0.4431818
547,0.4439935
548,0.4448052
549,0.44561687
550,0.44642857
551,0.44724026
552,0.44805196
553,0.44886363
554,0.44967532
555,0.45048702
556,0.4512987
557,0.45211038
558,0.45292208
559,0.45373377
560,0.45454547
561,0.45535713
562,0.45616883
563,0.45698053
564,0.45779222
565,0.4586039
566,0.45941558
567,0.46022728
568,0.46103895
569,0.46185064
570,0.46266234
571,0.46347404
572,0.4642857
573,0.4650974
574,0.4659091
575,0.4667208
576,0.46753246
577,0.46834415
578,0.46915585
579,0.46996754
580,0.4707792
581,0.4715909
582,0.4724026
583,0.4732143
584,0.47402596
585,0.47483766
586,0.47564936
587,0.47646105
588,0.47727272
589,0.47808442
590,0.4788961
591,0.47970778
592,0.48051947
593,0.48133117
594,0.48214287
595,0.48295453
596,0.48376623
597,0.48457792
598,0.48538962
599,0.4862013
600,0.48701298
601,0.48782468
602,0.48863637
603,0.48944804
604,0.49025974
605,0.49107143
606,0.49188313
607,0.4926948
608,0.4935065
609,0.4943182
610,0.49512988
611,0.49594155
612,0.49675325
613,0.49756494
614,0.49837664
615,0.4991883
616,0.5
617,0.5008117
618,0.5016234
619,0.5024351
620,0.5032467
621,0.5040584
622,0.5048701
623,0.5056818
624,0.5064935
625,0.5073052
626,0.5081169
627,0.5089286
628,0.50974023
629,0.5105519
630,0.5113636
631,0.5121753
632,0.512987
633,0.5137987
634,0.5146104
635,0.5154221
636,0.51623374
637,0.51704544
638,0.51785713
639,0.51866883
640,0.5194805
641,0.5202922
642,0.5211039
643,0.52191556
644,0.52272725
645,0.52353895
646,0.52435064
647,0.52516234
648,0.52597404
649,0.52678573
650,0.5275974
651,0.52840906
652,0.52922076
653,0.53003246
654,0.53084415
655,0.53165585
656,0.53246754
657,0.53327924
658,0.53409094
659,0.5349026
660,0.53571427
661,0.53652596
662,0.53733766
663,0.53814936
664,0.53896105
665,0.53977275
666,0.54058444
667,0.5413961
668,0.5422078
669,0.5430195
670,0.54383117
671,0.54464287
672,0.54545456
673,0.54626626
674,0.5470779
675,0.5478896
676,0.5487013
677,0.549513
678,0.5503247
679,0.5511364
680,0.5519481
681,0.55275977
682,0.5535714
683,0.5543831
684,0.5551948
685,0.5560065
686,0.5568182
687,0.5576299
688,0.5584416
689,0.5592533
690,0.5600649
691,0.5608766
692,0.5616883
693,0.5625
694,0.5633117
695,0.5641234
696,0.5649351
697,0.5657467
698,0.5665584
699,0.5673701
700,0.5681818
701,0.5689935
702,0.5698052
703,0.5706169
704,0.5714286
705,0.57224023
706,0.5730519
707,0.5738636
708,0.5746753
709,0.575487
710,0.5762987
711,0.5771104
712,0.5779221
713,0.57873374
714,0.57954544
715,0.58035713
716,0.58116883
717,0.5819805
718,0.5827922
719,0.5836039
720,0.58441556
721,0.58522725
722,0.58603895
723,0.58685064
724,0.58766234
725,0.58847404
726,0.58928573
727,0.5900974
728,0.59090906
729,0.59172076
730,0.59253246
731,0.59334415
732,0.59415585
733,0.59496754
734,0.59577924
735,0.59659094
736,0.5974026
737,0.59821427
738,0.59902596
739,0.59983766
740,0.60064936
741,0.60146105
742,0.60227275
743,0.60308444
744,0.6038961
745,0.6047078
746,0.6055195
747,0.60633117
748,0.60714287
749,0.60795456
750,0.60876626
751,0.6095779
752,0.6103896
753,0.6112013
754,0.612013
755,0.6128247
756,0.6136364
757,0.6144481
758,0.61525977
759,0.6160714
760,0.6168831
761,0.6176948
762,0.6185065
763,0.6193182
764,0.6201299
765,0.6209416
766,0.6217533
767,0.6225649
768,0.6233766
769,0.6241883
770,0.625
771,0.6258117
772,0.6266234
773,0.6274351
774,0.6282467
775,0.6290584
776,0.6298701
777,0.6306818
778,0.6314935
779,0.6323052
780,0.6331169
781,0.6339286
782,0.63474023
783,0.6355519
784,0.6363636
785,0.6371753
786,0.637987
787,0.6387987
788,0.6396104
789,0.6404221
790,0.64123374
791,0.64204544
792,0.64285713
793,0.64366883
794,0.6444805
795,0.6452922
796,0.6461039
797,0.64691556
798,0.64772725
799,0.64853895
800,0.64935064
801,0.65016234
802,0.65097404
803,0.65178573
804,0.6525974
805,0.65340906
806,0.65422076
807,0.65503246
808,0.65584415
809,0.65665585
810,0.65746754
811,0.65827924
812,0.65909094
813,0.6599026
814,0.66071427
815,0.66152596
816,0.66233766
817,0.66314936
818,0.66396105
819,0.66477275
820,0.66558444
821,0.6663961
822,0.6672078
823,0.6680195
824,0.66883117
825,0.66964287
826,0.67045456
827,0.67126626
828,0.6720779
829,0.6728896
830,0.6737013
831,0.674513
832,0.6753247
833,0.6761364
834,0.6769481
835,0.67775977
836,0.6785714
837,0.6793831
838,0.6801948
839,0.6810065
840,0.6818182
841,0.6826299
842,0.6834416
843,0.6842533
844,0.6850649
845,0.6858766
846,0.6866883
847,0.6875
848,0.6883117
849,0.6891234
850,0.6899351
851,0.6907467
852,0.6915584
853,0.6923701
854,0.6931818
855,0.6939935
856,0.6948052
857,0.6956169
858,0.6964286
859,0.69724023
860,0.6980519
861,0.6988636
862,0.6996753
863,0.700487
864,0.7012987
865,0.7021104
866,0.7029221
867,0.70373374
868,0.70454544
869,0.70535713
870,0.70616883
871,0.7069805
872,0.7077922
873,0.7086039
874,0.70941556
875,0.71022725
876,0.71103895
877,0.71185064
878,0.71266234
879,0.71347404
880,0.71428573
881,0.7150974
882,0.71590906
883,0.71672076
884,0.71753246
885,0.71834415
886,0.71915585
887,0.71996754
888,0.72077924
889,0.72159094
890,0.7224026
891,0.72321427
892,0.72402596
893,0.72483766
894,0.72564936
895,0.72646105
896,0.72727275
897,0.72808444
898,0.7288961
899,0.7297078
900,0.7305195
901,0.73133117
902,0.73214287
903,0.73295456
904,0.73376626
905,0.7345779
906,0.7353896
907,0.7362013
908,0.737013
909,0.7378247
910,0.7386364
911,0.7394481
912,0.74025977
913,0.7410714
914,0.7418831
915,0.7426948
916,0.7435065
917,0.7443182
918,0.7451299
919,0.7459416
920,0.7467533
921,0.7475649
922,0.7483766
923,0.7491883
924,0.75
925,0.7508117
926,0.7516234
927,0.7524351
928,0.7532467
929,0.7540584
930,0.7548701
931,0.7556818
932,0.7564935
933,0.7573052
934,0.7581169
935,0.7589286
936,0.75974023
937,0.7605519
938,0.7613636
939,0.7621753
940,0.762987
941,0.7637987
942,0.7646104
943,0.7654221
944,0.76623374
945,0.76704544
946,0.76785713
947,0.76866883
948,0.7694805
949,0.7702922
950,0.7711039
951,0.77191556
952,0.77272725
953,0.77353895
954,0.77435064
955,0.77516234
956,0.77597404
957,0.77678573
958,0.7775974
959,0.77840906
960,0.77922076
961,0.78003246
962,0.78084415
963,0.78165585
964,0.78246754
965,0.78327924
966,0.78409094
967,0.7849026
968,0.78571427
969,0.78652596
970,0.78733766
971,0.78814936
972,0.78896105
973,0.78977275
974,0.79058444
975,0.7913961
976,0.7922078
977,0.7930195
978,0.79383117
979,0.79464287
980,0.79545456
981,0.79626626
982,0.7970779
983,0.7978896
984,0.7987013
985,0.799513
986,0.8003247
987,0.8011364
988,0.8019481
989,0.80275977
990,0.8035714
991,0.8043831
992,0.8051948
993,0.8060065
994,0.8068182
995,0.8076299
996,0.8084416
997,0.8092533
998,0.8100649
999,0.8108766
1000,0.8116883
1001,0.8125
1002,0.8133117
1003,0.8141234
1004,0.8149351
1005,0.8157467
1006,0.8165584
1007,0.8173701
1008,0.8181818
1009,0.8189935
1010,0.8198052
1011,0.8206169
1012,0.8214286
1013,0.82224023
1014,0.8230519
1015,0.8238636
1016,0.8246753
1017,0.825487
1018,0.8262987
1019,0.8271104
1020,0.8279221
1021,0.82873374
1022,0.82954544
1023,0.83035713
1024,0.83116883
1025,0.8319805
1026,0.8327922
1027,0.8336039
1028,0.83441556
1029,0.83522725
1030,0.83603895
1031,0.83685064
1032,0.83766234
1033,0.83847404
1034,0.83928573
1035,0.8400974
1036,0.84090906
1037,0.84172076
1038,0.84253246
1039,0.84334415
1040,0.84415585
1041,0.84496754
1042,0.84577924
1043,0.84659094
1044,0.8474026
1045,0.84821427
1046,0.84902596
1047,0.84983766
1048,0.85064936
1049,0.85146105
1050,0.85227275
1051,0.85308444
1052,0.8538961
1053,0.8547078
1054,0.8555195
1055,0.85633117
1056,0.85714287
1057,0.85795456
1058,0.85876626
1059,0.8595779
1060,0.8603896
1061,0.8612013
1062,0.862013
1063,0.8628247
1064,0.8636364
1065,0.8644481
1066,0.86525977
1067,0.8660714
1068,0.8668831
1069,0.8676948
1070,0.8685065
1071,0.8693182
1072,0.8701299
1073,0.8709416
1074,0.8717533
1075,0.8725649
1076,0.8733766
1077,0.8741883
1078,0.875
1079,0.8758117
1080,0.8766234
1081,0.8774351
1082,0.8782467
1083,0.8790584
1084,0.8798701
1085,0.8806818
1086,0.8814935
1087,0.8823052
1088,0.8831169
1089,0.8839286
1090,0.88474023
1091,0.8855519
1092,0.8863636
1093,0.8871753
1094,0.887987
1095,0.8887987
1096,0.8896104
1097,0.8904221
1098,0.89123374
1099,0.89204544
1100,0.89285713
1101,0.89366883
1102,0.8944805
1103,0.8952922
1104,0.8961039
1105,0.89691556
1106,0.89772725
1107,0.89853895
1108,0.89935064
1109,0.90016234
1110,0.90097404
1111,0.90178573
1112,0.9025974
1113,0.90340906
1114,0.90422076
1115,0.90503246
1116,0.90584415
1117,0.90665585
1118,0.90746754
1119,0.90827924
1120,0.90909094
1121,0.9099026
1122,0.91071427
1123,0.91152596
1124,0.91233766
1125,0.91314936
1126,0.91396105
1127,0.91477275
1128,0.91558444
1129,0.9163961
1130,0.9172078
1131,0.9180195
1132,0.91883117
1133,0.91964287
1134,0.92045456
1135,0.92126626
1136,0.9220779
1137,0.9228896
1138,0.9237013
1139,0.924513
1140,0.9253247
1141,0.9261364
1142,0.9269481
1143,0.92775977
1144,0.9285714
1145,0.9293831
1146,0.9301948
1147,0.9310065
1148,0.9318182
1149,0.9326299
1150,0.9334416
1151,0.9342533
1152,0.9350649
1153,0.9358766
1154,0.9366883
1155,0.9375
1156,0.9383117
1157,0.9391234
1158,0.9399351
1159,0.9407467
1160,0.9415584
1161,0.9423701
1162,0.9431818
1163,0.9439935
1164,0.9448052
1165,0.9456169
1166,0.9464286
1167,0.94724023
1168,0.9480519
1169,0.9488636
1170,0.9496753
1171,0.950487
1172,0.9512987
1173,0.9521104
1174,0.9529221
1175,0.95373374
1176,0.95454544
1177,0.95535713
1178,0.95616883
1179,0.9569805
1180,0.9577922
1181,0.9586039
1182,0.95941556
1183,0.96022725
1184,0.96103895
1185,0.96185064
1186,0.96266234
1187,0.96347404
1188,0.96428573
1189,0.9650974
1190,0.96590906
1191,0.96672076
1192,0.96753246
1193,0.96834415
1194,0.96915585
1195,0.96996754
1196,0.97077924
1197,0.97159094
1198,0.9724026
1199,0.97321427
1200,0.97402596
1201,0.97483766
1202,0.97564936
1203,0.97646105
1204,0.97727275
1205,0.97808444
1206,0.9788961
1207,0.9797078
1208,0.9805195
1209,0.98133117
1210,0.98214287
1211,0.98295456
1212,0.98376626
1213,0.9845779
1214,0.9853896
1215,0.9862013
1216,0.987013
1217,0.9878247
1218,0.9886364
1219,0.9894481
1220,0.99025977
1221,0.9910714
1222,0.9918831
1223,0.9926948
1224,0.9935065
1225,0.9943182
1226,0.9951299
1227,0.9959416
1228,0.9967533
1229,0.9975649
1230,0.9983766
1231,0.9991883
1232,1
